route_name,stage,timestamp,path
route_curves.yaml,stage2,20260416_132250,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260416_132250_dataset.csv
route_curves.yaml,stage2,20260416_132517,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260416_132517_dataset.csv
route_curves.yaml,stage2,20260416_133807,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260416_133807_dataset.csv
route_curves.yaml,stage2,20260416_134032,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260416_134032_dataset.csv
route_curves.yaml,stage2,20260416_135005,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260416_135005_dataset.csv
route_curves.yaml,stage2,20260416_135158,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260416_135158_dataset.csv
route_curves.yaml,stage2,20260416_135358,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260416_135358_dataset.csv
route_curves.yaml,stage2,20260417_001935,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260417_001935_dataset.csv
route_curves.yaml,stage2,20260417_002609,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260417_002609_dataset.csv
route_curves.yaml,stage2,20260417_003315,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260417_003315_dataset.csv
route_curves.yaml,stage2,20260417_004011,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260417_004011_dataset.csv
route_curves.yaml,stage2,20260417_004644,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_curves.yaml_20260417_004644_dataset.csv
route_straight.yaml,stage2,20260415_225803,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260415_225803_dataset.csv
route_straight.yaml,stage2,20260415_230008,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260415_230008_dataset.csv
route_straight.yaml,stage2,20260415_231457,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260415_231457_dataset.csv
route_straight.yaml,stage2,20260415_232626,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260415_232626_dataset.csv
route_straight.yaml,stage2,20260415_232820,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260415_232820_dataset.csv
route_straight.yaml,stage2,20260415_234000,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260415_234000_dataset.csv
route_straight.yaml,stage2,20260415_234150,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260415_234150_dataset.csv
route_straight.yaml,stage2,20260415_235930,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260415_235930_dataset.csv
route_straight.yaml,stage2,20260416_000205,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260416_000205_dataset.csv
route_straight.yaml,stage2,20260416_124132,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260416_124132_dataset.csv
route_straight.yaml,stage2,20260416_124545,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260416_124545_dataset.csv
route_straight.yaml,stage2,20260416_130036,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260416_130036_dataset.csv
route_straight.yaml,stage2,20260416_131555,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260416_131555_dataset.csv
route_straight.yaml,stage2,20260416_131755,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260416_131755_dataset.csv
route_straight.yaml,stage2,20260416_133143,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260416_133143_dataset.csv
route_straight.yaml,stage2,20260416_133338,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260416_133338_dataset.csv
route_straight.yaml,stage2,20260416_134641,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260416_134641_dataset.csv
route_straight.yaml,stage2,20260416_134823,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260416_134823_dataset.csv
route_straight.yaml,stage2,20260417_001724,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260417_001724_dataset.csv
route_straight.yaml,stage2,20260417_002404,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260417_002404_dataset.csv
route_straight.yaml,stage2,20260417_003121,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260417_003121_dataset.csv
route_straight.yaml,stage2,20260417_003812,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260417_003812_dataset.csv
route_straight.yaml,stage2,20260417_004441,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_straight.yaml_20260417_004441_dataset.csv
route_zigzag.yaml,stage2,20260415_231029,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260415_231029_dataset.csv
route_zigzag.yaml,stage2,20260415_232219,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260415_232219_dataset.csv
route_zigzag.yaml,stage2,20260415_232428,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260415_232428_dataset.csv
route_zigzag.yaml,stage2,20260415_233548,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260415_233548_dataset.csv
route_zigzag.yaml,stage2,20260415_233750,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260415_233750_dataset.csv
route_zigzag.yaml,stage2,20260415_234802,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260415_234802_dataset.csv
route_zigzag.yaml,stage2,20260415_234958,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260415_234958_dataset.csv
route_zigzag.yaml,stage2,20260416_000814,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_000814_dataset.csv
route_zigzag.yaml,stage2,20260416_001033,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_001033_dataset.csv
route_zigzag.yaml,stage2,20260416_125423,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_125423_dataset.csv
route_zigzag.yaml,stage2,20260416_125617,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_125617_dataset.csv
route_zigzag.yaml,stage2,20260416_131154,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_131154_dataset.csv
route_zigzag.yaml,stage2,20260416_131350,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_131350_dataset.csv
route_zigzag.yaml,stage2,20260416_132719,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_132719_dataset.csv
route_zigzag.yaml,stage2,20260416_132916,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_132916_dataset.csv
route_zigzag.yaml,stage2,20260416_134249,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_134249_dataset.csv
route_zigzag.yaml,stage2,20260416_134451,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_134451_dataset.csv
route_zigzag.yaml,stage2,20260416_135558,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_135558_dataset.csv
route_zigzag.yaml,stage2,20260416_135818,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260416_135818_dataset.csv
route_zigzag.yaml,stage2,20260417_002201,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260417_002201_dataset.csv
route_zigzag.yaml,stage2,20260417_002829,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260417_002829_dataset.csv
route_zigzag.yaml,stage2,20260417_004234,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260417_004234_dataset.csv
route_zigzag.yaml,stage2,20260417_004907,/home/misael/ros2_workspaces/diplomado_ws/src/vrx_experiment_benchmark/metrics/rl_dataset/raw/route_zigzag.yaml_20260417_004907_dataset.csv
